Con_id	Speed_limit	Road_Junction_Control	Pedestrian_Crossing-Human_Control	Pedestrian_Crossing-Physical_Facilities	Light_Conditions	Weather_Conditions	Road_Surface_Conditions	Special_Conditions_at_Site
886	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Darkness: Street lights present and lit	Fine without high winds	Dry	None
887	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
888	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Daylight: Street light present	Fine without high winds	Dry	None
889	30	Automatic traffic signal	None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
890	30		None within 50 metres	No physical crossing within 50 meters	Darkness: Street lights present and lit	Fine without high winds	Dry	None
891	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Daylight: Street light present	Fine without high winds	Dry	None
892	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Daylight: Street light present	Fine without high winds	Dry	Roadworks
893	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
894	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Daylight: Street light present	Fine without high winds	Dry	None
895	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
896	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Daylight: Street light present	Fine without high winds	Dry	None
897	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Darkness: Street lights present and lit	Fine without high winds	Dry	None
898	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Darkness: Street lights present and lit	Fine without high winds	Dry	None
899	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Darkness: Street lights present and lit	Raining with high winds	Wet/Damp	None
900	40		None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
901	30		None within 50 metres	No physical crossing within 50 meters	Darkness: Street lights present and lit	Raining with high winds	Wet/Damp	None
902	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
903	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
904	30		None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
905	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Darkness: Street lights present and lit	Raining without high winds	Wet/Damp	None
906	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Darkness: Street lights present and lit	Fine without high winds	Dry	None
907	30	Giveway or uncontrolled	None within 50 metres	Zebra crossing	Darkness: Street lights present and lit	Raining without high winds	Wet/Damp	None
908	30	Automatic traffic signal	None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
909	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
910	30	Automatic traffic signal	None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
911	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Darkness: Street lights present and lit	Raining without high winds	Wet/Damp	None
912	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
913	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Darkness: Street lights present and lit	Fine without high winds	Dry	None
914	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Darkness: Street lights present and lit	Fine without high winds	Wet/Damp	None
915	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
916	30		None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
917	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Raining without high winds	Wet/Damp	None
918	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
919	30		None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
920	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Raining without high winds	Wet/Damp	None
921	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Daylight: Street light present	Fine without high winds	Dry	None
922	30		None within 50 metres	No physical crossing within 50 meters	Darkness: Street lights present and lit	Fine without high winds	Dry	None
923	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
924	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Darkness: Street lights present and lit	Fine without high winds	Dry	None
925	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Daylight: Street light present	Fine without high winds	Dry	None
926	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Raining without high winds	Wet/Damp	None
927	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Darkness: Street lights present and lit	Fine without high winds	Frost/Ice	None
928	30		None within 50 metres	Pedestrian phase at traffic signal junction	Daylight: Street light present	Fine without high winds	Dry	None
929	30		None within 50 metres	Footbridge or subway	Daylight: Street light present	Fine without high winds	Dry	None
930	30		None within 50 metres	Pedestrian phase at traffic signal junction	Daylight: Street light present	Fine without high winds	Dry	None
931	30	Giveway or uncontrolled	None within 50 metres	Zebra crossing	Daylight: Street light present	Fine without high winds	Dry	None
932	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Darkness: Street lights present and lit	Fine without high winds	Dry	None
933	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
934	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Daylight: Street light present	Fine without high winds	Dry	None
935	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Darkness: Street lights present and lit	Fine without high winds	Dry	None
936	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
937	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Darkness: Street lights present and lit	Fine without high winds	Dry	None
938	30	Automatic traffic signal	None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
939	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Daylight: Street light present	Fine without high winds	Dry	None
940	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Daylight: Street light present	Fine without high winds	Dry	None
941	30		None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Raining without high winds	Wet/Damp	None
942	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Darkness: Street lights present and lit	Fine without high winds	Dry	None
943	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
944	30		None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
945	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
946	30		None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
